Species,Number of sequences
Amanita_parcivolvata,1
Amanita_parvicurta,1
Amanita_parvifritillaria,1
Amanita_parvipantherina,3
Amanita_peckiana,1
Amanita_peltigera,5
Amanita_persicina,1
Amanita_phalloides,1
Amanita_pinophila,1
Amanita_polypyramis,1
Amanita_ponderosa,2
Amanita_populiphila,2
Amanita_porphyria,1
Amanita_praeclara,1
Amanita_prairiicola,1
Amanita_preissii,4
Amanita_princeps,4
Amanita_protecta,1
Amanita_proxima,1
Amanita_prudens,1
Amanita_pseudoarenaria,4
Amanita_pseudopantherina,2
Amanita_pseudoporphyria,3
Amanita_pseudoprinceps,1
Amanita_pseudosychnopyramis,1
Amanita_pseudovaginata,1
Amanita_punctata,1
Amanita_pupatju,1
Amanita_pyramidata,1
Amanita_quenda,1
Amanita_ravenelii,1
Amanita_regalis,1
Amanita_retenta,1
Amanita_rhacopus,1
Amanita_rhopalopus,1
Amanita_rimosa,1
Amanita_ristichii,1
Amanita_roanokensis,1
Amanita_robusta,2
Amanita_roseolamellata,1
Amanita_roseolifolia,1
Amanita_roseotincta,2
Amanita_rubescens,6
Amanita_rubiginosa,2
Amanita_rubroflava,1
Amanita_rubromarginata,2
Amanita_rubrovolvata,1
Amanita_rufobrunnescens,1
Amanita_sabulicola,1
Amanita_sabulosa,2
Amanita_sculpta,2
Amanita_sepiacea,3
Amanita_shennongjiana,1
Amanita_siamensis,1
Amanita_silvicola,1
Amanita_similis,1
Amanita_simulans,1
Amanita_sinensis,5
Amanita_sinocitrina,1
Amanita_smithiana,1
Amanita_solaniolens,1
Amanita_sororcula,1
Amanita_sp,320
Amanita_spadicea,1
Amanita_spissacea,2
Amanita_spreta,1
Amanita_squarrosipes,1
Amanita_strobiliformis,1
Amanita_subcaligata,1
Amanita_subfrostiana,1
Amanita_subfuliginea,1
Amanita_subjunquillea,1
Amanita_submaculata,1
Amanita_submelleialba,1
Amanita_submembranacea,1
Amanita_subpallidorosea,1
Amanita_subviscosa,1
Amanita_supravolvata,1
Amanita_sychnopyramis,3
Amanita_taiepa,1
Amanita_tanzanica,1
Amanita_thiersii,1
Amanita_torrendii,1
Amanita_tuza,1
Amanita_vaginata,5
Amanita_variicolor,2
Amanita_veldiei,1
Amanita_velosa,1
Amanita_vernicoccora,1
Amanita_verrucosivolva,1
Amanita_vestita,1
Amanita_virgineoides,2
Amanita_virginiana,1
Amanita_virosa,3
Amanita_viscidolutea,2
Amanita_vladimirii,1
Amanita_volvata,3
Amanita_wadjukiorum,1
Amanita_wadulawitu,3
Amanita_walpolei,1
Amanita_wellsii,1
Amanita_xerocybe,1
Amanita_yuaniana,2
Amanita_zangii,1
Amanita_zonata,1
Amanitaceae_sp,18
Amarenographium_ammophilicola,1
Amarenomyces_ammophilae,2
Amarenomyces_dactylidis,1
Amaropostia_hainanensis,1
Amarrendia_peridiocrystalia,1
Amauroascus_albicans,2
Amauroascus_aureus,2
Amauroascus_kuehnii,1
Amauroascus_niger,1
Amauroascus_sp,15
Amauroascus_verrucosus,2
Amauroderma_aurantiacum,1
Amauroderma_brasiliense,1
Amauroderma_calcigenum,3
Amauroderma_calcitum,1
Amauroderma_camerarium,1
Amauroderma_deviatum,1
Amauroderma_elegantissimum,1
Amauroderma_exile,1
Amauroderma_floriformum,1
Amauroderma_laccatostipitatum,1
Amauroderma_omphalodes,1
Amauroderma_ovisporum,1
Amauroderma_perplexum,1
Amauroderma_praetervisum,4
Amauroderma_schomburgkii,3
Amauroderma_sp,19
Amauroderma_subsessile,1
Amauroderma_yunnanense,1
Amaurodon_aquicoeruleus,1
Amaurodon_caeruleocaseus,1
Amaurodon_mustialaensis,1
Amaurodon_sp,11
Amaurodon_sumatranus,1
Amaurodon_viridis,2
Ambarignomonia_petiolorum,1
Ambispora_appendicula,3
Ambispora_callosa,7
Ambispora_fennica,2
Ambispora_gerdemannii,1
Ambispora_granatensis,2
Ambispora_leptoticha,4
Ambispora_sp,57
Ambisporaceae_sp,2
Amblyosporium_botrytis,1
Ambomucor_sp,1
Ambrosiella_batrae,1
Ambrosiella_catenulata,1
Ambrosiella_grosmanniae,1
Ambrosiella_hartigii,1
Ambrosiella_nakashimae,1
Ambrosiella_roeperi,1
Ambrosiella_sulcati,1
Ambrosiella_xylebori,1
Ambrosiozyma_angophorae,1
Ambrosiozyma_cicatricosa,1
Ambrosiozyma_kamigamensis,1
Ambrosiozyma_llanquihuensis,1
Ambrosiozyma_monospora,1
Ambrosiozyma_oregonensis,1
Ambrosiozyma_philentoma,1
Ambrosiozyma_platypodis,4
Ambrosiozyma_pseudovanderkliftii,1
Ambrosiozyma_sp,3
Ambrosiozyma_vanderkliftii,1
Ameghiniella_australis,1
Amesia_atrobrunnea,1
Amesia_gelasinospora,1
Amesia_nigricolor,2
Amicodisca_sp,9
Amicodisca_svrcekii,1
Amicodisca_virella,1
Amicodiscaceae_sp,8
Amniculicola_guttulata,1
Amniculicola_lignicola,1
Amniculicola_parva,1
Amniculicola_sp,1
Amniculicolaceae_sp,5
Amoenoboletus_granulopunctatus,1
Amoenoboletus_miraculosus,1
Amoenoboletus_weberi,1
Amorocoelophoma_cassiae,1
Amorocoelophoma_neoregeliae,1
Amorocoelophoma_sp,3
Amorosiaceae_sp,1
Amorphotheca_resinae,1
Amorphothecaceae_sp,85
Amparoina_spinosissima,1
Ampelomyces_quisqualis,9
Ampelomyces_sp,3
Amphibambusa_sp,1
Amphichorda_cavernicola,1
Amphichorda_sp,1
Amphilogia_sp,1
Amphinema_byssoides,2
Amphinema_diadema,1
Amphinema_sp,69
Amphiporthe_hranicensis,1
Amphirosellinia_fushanensis,1
Amphirosellinia_nigrospora,1
Amphisphaeria_acericola,1
Amphisphaeria_camelliae,1
Amphisphaeria_curvaticonidia,1
Amphisphaeria_flava,1
Amphisphaeria_micheliae,1
Amphisphaeria_neoaquatica,1
Amphisphaeria_parvispora,1
Amphisphaeria_qujingensis,1
Amphisphaeria_sambuci,1
Amphisphaeria_sorbi,1
Amphisphaeria_thailandica,1
Amphisphaeriaceae_sp,11
Amphisphaeriales_sp,62
Amphobotrys_ricini,3
Amphosoma_atroolivaceum,2
Amphosoma_persooniae,1
Amphosoma_resinicola,1
Amphosoma_sp,5
Amplistroma_erinaceum,1
Amplistroma_sp,1
Ampulloclitocybe_avellaneialba,1
Ampulloclitocybe_clavipes,1
Ampulloclitocybe_sp,1
Amundsenia_approximata,1
Amycosphaerella_africana,1
Amylascus_sp,18
Amyloathelia_crassiuscula,1
Amyloathelia_sp,1
Amylocarpus_encephaloides,1
Amyloceraceomyces_angustisporus,1
Amylocorticiaceae_sp,9
Amylocorticiales_sp,1
Amylocorticiellum_molle,1
Amylocorticiellum_sp,4
Amylocorticium_cebennense,1
Amylocorticium_indicum,1
Amylocorticium_subincarnatum,1
Amylocorticium_subsulphureum,1
Amylocystis_lapponica,1
Amylodontia_parmastoi,1
Amyloflagellula_inflata,1
Amyloflagellula_verrucosa,1
Amyloporia_nivea,1
Amyloporia_sinuosa,3
Amyloporia_sp,1
Amyloporia_xantha,3
Amylosporus_annosus,1
Amylosporus_campbellii,2
Amylosporus_casuarinicola,1
Amylosporus_sp,2
Amylosporus_succulentus,2
Amylosporus_sulcatus,1
Amylostereum_areolatum,1
Amylostereum_chailletii,1
Amylostereum_ferreum,1
Amylostereum_laevigatum,1
Amylostereum_orientale,1
Amyloxenasma_allantosporum,1
Amyloxenasma_grisellum,1
Anacacumisporium_appendiculatum,1
Anaeromyces_contortus,4
Anaeromyces_mucronatus,4
Anaeromyces_robustus,1
Anaeromyces_sp,7
Anamika_sp,1
Anamylopsora_altaica,1
Anamylopsora_pruinosa,1
Anamylopsora_pulcherrima,1
Anamylopsora_sp,3
Anapleurothecium_botulisporum,1
Anaptychia_ciliaris,8
Anaptychia_crinalis,1
Anaptychia_elbursiana,1
Anastomitrabeculia_didymospora,1
Ancylistaceae_sp,2
Andreiomyces_morozianus,1
Anguillospora_crassa,2
Anguillospora_filiformis,1
Anguillospora_furtiva,1
Angulomyces_argentinensis,2
Angulomyces_sp,3
Angustimassarina_acerina,1
Angustimassarina_sp,1
Anhellia_nectandrae,1
Aniptodera_chesapeakensis,1
Anisomeridium_guangdongense,1
Anisomeridium_guttuliferum,1
Annabella_australiensis,1
Annellosympodiella_juniperi,1
Annulatascaceae_sp,5
Annulatascales_sp,92
Annulatascus_nakhonensis,1
Annulatascus_thailandensis,1
Annulatascus_velatispora,1
Annulohypoxylon_albidiscum,1
Annulohypoxylon_annulatum,5
Annulohypoxylon_archeri,1
Annulohypoxylon_areolatum,1
Annulohypoxylon_atroroseum,2
Annulohypoxylon_bovei,3
Annulohypoxylon_leptascum,1
Annulohypoxylon_maeteangense,1
Annulohypoxylon_michelianum,1
Annulohypoxylon_minutellum,1
Annulohypoxylon_moriforme,1
Annulohypoxylon_nitens,1
Annulohypoxylon_nouraguense,1
Annulohypoxylon_palmicola,1
Annulohypoxylon_purpureonitens,2
Annulohypoxylon_sp,18
Annulohypoxylon_spougei,1
Annulohypoxylon_squamulosum,1
Annulohypoxylon_stygium,5
Annulohypoxylon_truncatum,3
Annulohypoxylon_urceolatum,1
Annulohypoxylon_viridistratum,1
Annulohypoxylon_yungensis,1
Annulusmagnus_triseptatus,1
Anomalomyces_yakirrae,1
Anomoloma_albolutescens,1
Anomoloma_flavissimum,1
Anomoloma_myceliosum,2
Anomoloma_sp,1
Anomoloma_submyceliosum,1
Anomoporia_bombycina,1
Antarctolichenia_onofrii,2
Antarctomyces_pellizariae,1
Antarctomyces_sp,1
Anteagloniaceae_sp,1
Anteaglonium_gordoniae,1
Anteaglonium_parvulum,1
Anteaglonium_rubescens,1
Anteaglonium_sp,2
Antealophiotrema_brunneosporum,1
Antealophiotrema_populicola,1
Antella_chinensis,1
Antella_tibetica,1
Antherospora_hortensis,1
Antherospora_muscari-botryoidis,1
Antherospora_scillae,1
Antherospora_tourneuxii,1
Antherospora_tractemae,1
Antherospora_vindobonensis,1
Anthopsis_catenata,1
Anthopsis_deltoidea,1
Anthopsis_sp,4
Anthostoma_cubiculare,1
Anthostoma_decipiens,2
Anthostoma_gastrinum,1
Anthostoma_turgidum,1
Anthostomella_lamiacearum,1
Anthostomella_pseudobambusicola,1
Anthostomella_ravennica,1
Anthostomella_sepelibilis,1
Anthostomella_sp,63
Anthostomella_spartii,1
Anthostomella_thailandica,1
Anthostomelloides_brabeji,1
Anthostomelloides_leucospermi,2
Anthostomelloides_proteae,1
Anthosulcatispora_subglobosa,1
Anthracina_ramosa,1
Anthracina_saxicola,1
Anthracina_sp,1
Anthracobia_macrocystis,1
Anthracobia_rehmii,1
Anthracobia_sp,5
Anthracocystis_abscondita,1
Anthracocystis_andrewmitchellii,1
Anthracocystis_anthracoideispora,1
Anthracocystis_apludae-aristatae,1
Anthracocystis_cenchri-elymoidis,1
Anthracocystis_chrysopogonis,1
Anthracocystis_everhartii,1
Anthracocystis_fallax,1
Anthracocystis_formosana,1
Anthracocystis_grodzinskae,1
Anthracocystis_heteropogonicola,1
Anthracocystis_hwangensis,1
Anthracocystis_loudetiae-pedicellatae,1
Anthracocystis_ovaria,1
Anthracocystis_panici-leucophaei,1
Anthracocystis_sehimatis,1
Anthracocystis_sp,3
Anthracocystis_themedae-arguentis,1
Anthracocystis_trispicatae,1
Anthracocystis_xerofasciculata,1
Anthracoidea_aspera,1
Anthracoideaceae_sp,7
Anthracophyllum_archeri,1
Anthracophyllum_lateritium,1
Anthracophyllum_sp,1
Anthracoporus_nigropurpureus,1
Antidactylaria_ampulliformis,1
Antidactylaria_minifimbriata,1
Antrelloides_atroceracea,1
Antrodia_albida,2
Antrodia_albidoides,1
Antrodia_albobrunnea,1
Antrodia_alpina,1
Antrodia_bambusicola,1
Antrodia_carbonica,1
Antrodia_favescens,2
Antrodia_ferox,1
Antrodia_gossypium,1
Antrodia_griseoflavescens,1
Antrodia_heteromorpha,2
Antrodia_hyalina,1
Antrodia_juniperina,1
Antrodia_lalashana,1
Antrodia_macra,1
Antrodia_madronae,1
Antrodia_mappa,1
Antrodia_monomitica,2
Antrodia_multiformis,1
Antrodia_neotropica,1
Antrodia_pulvinascens,1
Antrodia_ramentacea,1
Antrodia_sandaliae,1
Antrodia_sp,1
Antrodia_subheteromorpha,1
Antrodia_subserpens,1
Antrodia_tanakae,1
Antrodia_taxa,1
Antrodia_tenerifensis,1
Antrodia_tropica,1
Antrodiella_afrocitrina,1
Antrodiella_citrea,1
Antrodiella_faginea,1
Antrodiella_micra,1
Antrodiella_niemelaei,1
Antrodiella_onychoides,1
Antrodiella_pallescens,2
Antrodiella_parasitica,1
Antrodiella_romellii,1
Antrodiella_serpula,1
Antrodiella_sp,2
Antrodiopsis_oleracea,1
Anungitea_caespitosa,1
Anungitea_eucalyptigena,1
Anungitea_eucalyptorum,1
Anungitea_grevilleae,1
Anungitea_nullicana,1
Anungitea_sp,13
Anungitiomyces_stellenboschiensis,1
Anungitiomycetaceae_sp,3
Anungitopsis_lauri,1
Anupama_indica,1
Anzia_colpodes,1
Anzia_colpota,1
Anzia_flavotenuis,1
Anzia_formosana,1
Anzia_hypoleucoides,1
Anzia_hypomelaena,1
Anzia_japonica,1
Anzia_leucobatoides,1
Anzia_mahaeliyensis,1
Anzia_opuntiella,3
Anzia_pseudocolpota,1
Aotearoamyces_nothofagi,1
Apenidiella_foetida,1
Apenidiella_sp,2
Apenidiella_strumelloidea,1
Aphanoascella_galapagosensis,1
Aphanoascus_keratinophilus,1
Aphanoascus_mephitalis,1
Aphanoascus_sp,5
Aphanobasidium_gaspesicum,1
Aphanobasidium_pseudotsugae,4
Aphanobasidium_sp,3
Aphanocladium_album,1
Aphanophora_eugeniae,1
Aphelidiales_sp,2
Aphelidiomycetes_sp,1
Aphelidiomycota_sp,57
Aphroditeola_olida,1
Apiculospora_sp,1
Apiognomonia_errabunda,1
Apiognomonia_hystrix,1
Apiognomonia_lasiopetali,1
Apiognomonia_pseudohystrix,1
Apiognomonia_rigniacensis,1
Apiognomonia_sp,1
Apiognomonioides_supraseptata,1
Apioplagiostoma_populi,1
Apiorhynchostoma_curreyi,1
Apiosordaria_effusa,1
Apiosordaria_longicaudata,1
Apiosordaria_microcarpa,1
Apiosordaria_sp,20
Apiosphaeria_guaranitica,3
Apiospora_aurea,1
Apiospora_balearica,1
Apiospora_bambusicola,1
Apiospora_biserialis,1
Apiospora_camelliae-sinensis,1
Apiospora_chromolaenae,1
Apiospora_descalsii,1
Apiospora_esporlensis,1
Apiospora_garethjonesii,1
Apiospora_guiyangensis,1
Apiospora_hydei,1
Apiospora_hyphopodii,1
Apiospora_iberica,1
Apiospora_intestini,1
Apiospora_italica,1
Apiospora_jatrophae,1
Apiospora_jiangxiensis,1
Apiospora_kogelbergensis,1
Apiospora_malaysiana,1
Apiospora_marii,1
Apiospora_neobambusae,1
Apiospora_neochinensis,1
Apiospora_neogarethjonesii,1
Apiospora_neosubglobosa,1
Apiospora_obovata,1
Apiospora_ovata,1
Apiospora_paraphaeosperma,1
Apiospora_phragmitis,1
Apiospora_piptatheri,1
Apiospora_pseudoparenchymatica,1
Apiospora_pseudorasikravindrae,1
Apiospora_pseudosinensis,1
Apiospora_pseudospegazzinii,1
Apiospora_pterosperma,1
Apiospora_qinlingensis,1
Apiospora_rasikravindrae,1
Apiospora_septata,1
Apiospora_serenensis,1
Apiospora_setosa,1
Apiospora_sichuanensis,1
Apiospora_sp,2
Apiospora_stipae,1
Apiospora_subglobosa,1
Apiospora_subrosea,1
Apiospora_thailandica,1
Apiospora_xenocordella,1
Apiospora_yunnana,1
Apiosporaceae_sp,9
Apiosporina_collinsii,1
Apiotrichum_brassicae,1
Apiotrichum_chiropterorum,1
Apiotrichum_dehoogii,1
Apiotrichum_domesticum,1
Apiotrichum_dulcitum,1
Apiotrichum_gamsii,1
Apiotrichum_gracile,1
Apiotrichum_laibachii,1
Apiotrichum_lignicola,1
Apiotrichum_loubieri,1
Apiotrichum_otae,2
Apiotrichum_scarabaeorum,2
Apiotrichum_sp,18
Apiotrichum_sporotrichoides,2
Apiotrichum_vadense,1
Apiotrichum_veenhuisii,1
Apiotrichum_wieringae,1
Apiotrichum_xylopini,1
Aplosporella_africana,1
Aplosporella_artocarpi,1
Aplosporella_javeedii,1
Aplosporella_longipes,1
Aplosporella_macropycnidia,1
Aplosporella_papillata,1
Aplosporella_prunicola,1
Aplosporella_thailandica,1
Aplosporella_yalgorensis,1
Apodospora_sp,4
Apodus_deciduus,1
Apodus_oryzae,1
Apodus_sp,11
Apoharknessia_eucalypti,1
Apoharknessia_eucalyptorum,1
Apoharknessia_insueta,1
Apoharknessiaceae_sp,3
Apophysomyces_elegans,1
Apophysomyces_jiangsuensis,1
Apophysomyces_mexicanus,1
Apophysomyces_ossiformis,1
Apophysomyces_thailandensis,1
Apophysomyces_trapeziformis,2
Apophysomyces_variabilis,2
Aporospora_sp,5
Aporpium_macroporum,1
Aporpium_miniporum,1
Appendiculella_viticis,1
Apseudocercosporella_trigonotidis,1
Aquabispora_websteri,1
Aquadictyospora_clematidis,1
Aquadiscula_appendiculata,1
Aquafiliformis_lignicola,1
Aquamyces_chlorogonii,2
Aquanectria_devians,1
Aquanectria_filiformis,1
Aquanectria_jacinthicolor,1
Aquanectria_submersa,1
Aquanectria_tenuissima,1
Aquapeziza_sp,1
Aquapoterium_pinicola,1
Aquapteridospora_aquatica,1
Aquapteridospora_bambusinum,1
Aquapteridospora_fusiformis,1
Aquapteridospora_lignicola,1
Aquastroma_magniostiolata,1
Aquasubmersa_japonica,1
Aquasubmersa_mircensis,1
Aquaticheirospora_lignicola,1
Aquidictyomyces_appendiculatus,1
Aquihelicascus_songkhlaensis,1
Aquihelicascus_yunnanensis,1
Aquilomyces_metrosideri,1
Aquilomyces_patris,1
Aquilomyces_rebunensis,2
Aquimonospora_tratensis,1
Arachnion_album,1
Arachnion_sp,3
Arachniotus_dankaliensis,1
Arachniotus_flavoluteus,1
Arachniotus_hebridensis,1
Arachniotus_littoralis,1
Arachniotus_verruculosus,1
Arachnocrea_sp,2
Arachnomyces_gracilis,1
Arachnomyces_jinanicus,1
Arachnomyces_minimus,1
Arachnomyces_pilosus,1
Arachnomyces_scleroticus,1
Arachnomyces_sp,15
Arachnomycetaceae_sp,1
Arachnopeziza_aurata,2
Arachnopeziza_aurelia,2
Arachnopeziza_delicatula,1
Arachnopeziza_estonica,1
Arachnopeziza_japonica,1
Arachnopeziza_leonina,1
Arachnopeziza_ptilidiophila,1
Arachnopeziza_sp,29
Arachnopeziza_trabinelloides,1
Arachnopezizaceae_sp,17
Arachnoscypha_aranea,1
Arachnotheca_glomerata,1
Arachnotheca_sp,6
Arambarria_destruens,2
Arboricolonus_simplex,1
Arbusculina_fragmentans,1
Arcangeliella_claridgei,1
Arcangeliella_corkii,1
Archaeorhizomyces_borealis,1
Archaeorhizomyces_finlayi,1
Archaeorhizomyces_sp,298
Archaeorhizomycetaceae_sp,15
Archaeorhizomycetales_sp,188
Archaeorhizomycetes_sp,51
Archaeospora_ecuadoriana,2
Archaeospora_schenckii,1
Archaeospora_sp,18
Archaeospora_trappei,2
Archaeosporaceae_sp,51
Archaeosporales_sp,67
Archaeosporomycetes_sp,16
Arcopilus_amazonicus,1
Arcopilus_cupreus,1
Arcopilus_tangerinicapillus,1
Arcopilus_turgidopilosus,1
Arcticomyces_warmingii,1
Arctocetraria_andrejevii,1
Arctomia_insignis,2
Arctoparmelia_centrifuga,2
Arctoparmelia_collatolica,1
Arctoparmelia_incurva,1
Arctoparmelia_subcentrifuga,1
Arcuadendron_ovatum,1
Arcuadendron_sp,2
Arcuadendron_triangulare,1
Arcuatospora_seorsa,1
Arcuatospora_sp,5
Ardhachandra_porlatofusiformis,1
Ardhachandra_sp,3
Arecophila_sp,1
Arenariomyces_majusculus,1
Arenariomyces_triseptatus,1
Arezzomyces_cytisi,1
Argopericonia_indirae,1
Aridoplaca_peltata,1
Arizonaphlyctis_lemmonensis,1
Arizonaphlyctis_sp,14
Arkaya_lepida,1
Arkayaceae_sp,2
Armillaria_aotearoa,2
Armillaria_borealis,1
Armillaria_ectypa,1
Armillaria_fuscipes,1
Armillaria_heimii,2
Armillaria_hinnulea,1
Armillaria_limonea,1
Armillaria_luteobubalina,5
Armillaria_mellea,11
Armillaria_novae-zelandiae,5
Armillaria_pallidula,1
Armillaria_puiggarii,1
Armillaria_sp,10
Armillaria_umbrinobrunnea,1
Arnium_sp,21
Aroramyces_guanajuatensis,1
Aroramyces_herrerae,1
Aroramyces_sp,2
Arpinia_luteola,1
Arrhenia_acerosa,2
Arrhenia_auriscalpium,1
Arrhenia_bigelowii,1
Arrhenia_chlorocyanea,1
Arrhenia_epichysium,2
Arrhenia_gerardiana,1
Arrhenia_glauca,1
Arrhenia_juncorum,1
Arrhenia_latispora,1
Arrhenia_leucotricha,1
Arrhenia_lobata,1
Arrhenia_obatra,2
Arrhenia_obscurata,1
Arrhenia_peltigerina,4
Arrhenia_philonotis,2
Arrhenia_retiruga,2
Arrhenia_salina,1
Arrhenia_similis,1
Arrhenia_sp,30
Arrhenia_spathulata,1
Arrhenia_subglobisemen,1
Arrhenia_subglobispora,2
Arrhenia_svalbardensis,1
Arrhenia_telmatiaea,1
Arrhenia_tillii,1
Arrhenia_velutipes,1
Arthonia_patellulata,1
Arthonia_toensbergii,1
Arthoniaceae_sp,1
Arthoniales_sp,1
Arthoniomycetes_sp,2
Arthopyrenia_cinereopruinosa,1
Arthopyrenia_sp,2
Arthopyreniaceae_sp,1
Arthrinium_agari,1
Arthrinium_arctoscopi,1
Arthrinium_caricicola,1
Arthrinium_crenatum,1
Arthrinium_fermenti,1
Arthrinium_koreanum,1
Arthrinium_mori,1
Arthrinium_phaeospermum,1
Arthrinium_puccinioides,1
Arthrinium_sargassi,1
Arthrinium_sp,25
Arthrinium_sporophleum,1
Arthrinium_taeanense,1
Arthrobotrys_amerosporus,1
Arthrobotrys_arthrobotryoides,1
Arthrobotrys_botryosporus,1
Arthrobotrys_brochopaga,2
Arthrobotrys_conoides,3
Arthrobotrys_cylindrosporus,1
Arthrobotrys_dactyloides,2
Arthrobotrys_dendroides,1
Arthrobotrys_dianchiensis,1
Arthrobotrys_ellipsosporus,1
Arthrobotrys_eudermata,2
Arthrobotrys_flagrans,2
Arthrobotrys_iridis,1
Arthrobotrys_longiphora,1
Arthrobotrys_macroides,1
Arthrobotrys_megalospora,1
Arthrobotrys_musiformis,4
Arthrobotrys_nonseptatus,1
Arthrobotrys_paucus,1
Arthrobotrys_perpasta,1
Arthrobotrys_polycephalus,1
Arthrobotrys_psychrophilus,1
Arthrobotrys_pyriformis,1
Arthrobotrys_reticulatus,1
Arthrobotrys_sinensis,1
Arthrobotrys_sp,63
Arthrobotrys_vermicola,1
Arthrobotryum_hyalosporum,1
Arthrocatena_sp,2
Arthrocatena_tenebrio,1
Arthrocladiella_mougeotii,1
Arthrocladium_caudatum,1
Arthrocladium_fulminans,1
Arthrocladium_sp,24
Arthrocladium_tardum,1
Arthrocladium_tropicale,1
Arthroderma_amazonicum,1
Arthroderma_borellii,1
Arthroderma_chiloniense,1
Arthroderma_ciferrii,2
Arthroderma_crocatum,1
Arthroderma_cuniculi,1
Arthroderma_curreyi,3
Arthroderma_eboreum,1
Arthroderma_flavescens,1
Arthroderma_gertleri,1
Arthroderma_grubyi,1
Arthroderma_insingulare,2
Arthroderma_lenticulare,1
Arthroderma_lilyanum,1
Arthroderma_mcgillisianum,1
Arthroderma_melbournense,1
Arthroderma_melis,1
Arthroderma_multifidum,1
Arthroderma_phaseoliforme,1
Arthroderma_redellii,1
Arthroderma_sp,3
Arthroderma_terrestre,1
Arthroderma_thuringiense,1
Arthroderma_tuberculatum,1
Arthroderma_vespertilii,1
Arthrodermataceae_sp,7
Arthrographis_arxii,1
Arthrographis_chlamydospora,1
Arthrographis_curvata,1
Arthrographis_globosa,1
Arthrographis_grakistii,1
Arthrographis_kalrae,2
Arthrographis_longispora,1
Arthrographis_sp,11
Arthromyces_matolae,1
Arthromyces_sp,4
Arthrophiala_arthrospora,1
Arthropsis_hispanica,1
Arthropsis_sp,5
Arthropsis_truncata,1
Arthroxylaria_elegans,1
Arthroxylaria_sp,2
Arthuriomyces_peckianus,1
Articulospora_atra,2
Articulospora_proliferata,1
Articulospora_sp,18
Artomyces_adrienneae,1
Artomyces_austropiperatus,1
Artomyces_candelabrus,1
Artomyces_colensoi,1
Artomyces_costaricensis,1
Artomyces_cristatus,2
Artomyces_microsporus,1
Artomyces_nothofagi,1
Artomyces_novae-zelandiae,1
Artomyces_piperatus,1
Artomyces_pyxidatus,3
Artomyces_sp,1
Artomyces_tasmaniensis,1
Artomyces_turgidus,1
Arxiella_celtidis,1
Arxiella_dolichandrae,1
Arxiella_sp,9
Arxiella_terrestris,1
Arxotrichum_officinarum,1
Arxotrichum_succineum,1
Arxotrichum_wyomingense,1
Asahinea_chrysantha,1
Ascagilis_submersa,1
Ascagilis_thailandensis,1
Aschersonia_australiensis,1
Aschersonia_confluens,1
Aschersonia_duplex,1
Aschersonia_minutispora,1
Aschersonia_narathiwatensis,1
Ascobolaceae_sp,60
Ascobolus_denudatus,1
Ascobolus_foliicola,1
Ascobolus_furfuraceus,1
Ascobolus_immersus,1
Ascobolus_lineolatus,1
Ascobolus_sp,93
Ascobotryozyma_americana,1
Ascobotryozyma_cognata,1
Ascocalvatia_alveolata,1
Ascochyta_boeremae,1
Ascochyta_coronillae-emeri,1
Ascochyta_cypericola,1
Ascochyta_maackiae,1
Ascochyta_manawaorae,1
Ascochyta_medicaginicola_var._macrospora,1
Ascochyta_nigripycnidia,1
Ascochyta_paspali,1
Ascochyta_pilosella,1
Ascochyta_premilcurensis,1
Ascochyta_sp,3
Ascochyta_versabilis,1
Ascocorticiaceae_sp,4
Ascocorticium_anomalum,1
Ascocorticium_sp,16
Ascocoryne_albida,1
Ascocoryne_cylichnium,1
Ascocoryne_lilacina,1
Ascocoryne_sp,9
Ascocoryne_turficola,1
Ascodesmidaceae_sp,94
Ascodesmis_rosicola,1
Ascodesmis_sp,1
Ascoidea_asiatica,1
Ascomycota_sp,7038
Ascopolyporus_philodendri,1
Ascosacculus_fusiformis,1
Ascosphaera_acerosa,1
Ascosphaera_apis,1
Ascosphaera_asterophora,1
Ascosphaera_atra,1
Ascosphaera_celerrima,1
Ascosphaera_duoformis,1
Ascosphaera_flava,1
Ascosphaera_fusiformis,1
Ascosphaera_larvis,1
Ascosphaera_naganensis,1
Ascosphaera_osmophila,1
Ascosphaera_pollenicola,1
Ascosphaera_proliperda,1
Ascosphaera_solina,1
Ascosphaera_sp,3
Ascosphaera_subcuticularis,1
Ascosphaera_subglobosa,1
Ascosphaera_torchioi,1
Ascosphaera_xerophila,1
Ascosphaeraceae_sp,4
Ascospirella_lutea,1
Ascotaiwania_fusiformis,1
Ascotaiwania_latericolla,1
Ascotaiwania_lignicola,1
Ascotaiwania_sp,1
