Genus,Number of sequences
Oblongisporothyrium,1
Oblongocollomyces,2
Obolarina,3
Obtectodiscus,1
Occultibambusa,4
Occultibambusaceae_gen_Incertae_sedis,5
Occultifur,20
Occultitheca,1
Occultocarpon,1
Oceanitis,1
Ocellomma,1
Ocellularia,4
Ochraceocephala,1
Ochrocladosporium,6
Ochroconis,156
Ochrolechia,18
Ochronectria,1
Ochropsora,2
Octaviania,33
Octospora,8
Oculimacula,3
Odontia,46
Odonticium,4
Odontochytrium,2
Odontoefibula,1
Oedocephalum,14
Oedogoniomyces,1
Oehlia,7
Ofella,1
Ogataea,49
Ohleria,1
Oidiodendron,140
Olegblumia,1
Oleoguttula,4
Oligoporus,1
Oliveonia,219
Oliveoniaceae_gen_Incertae_sedis,70
Olla,1
Olpidiaceae_gen_Incertae_sedis,6
Olpidiales_gen_Incertae_sedis,4
Olpidiaster,1
Olpidiomycota_gen_Incertae_sedis,28
Olpidium,15
Ombrophila,5
Omnidemptus,3
Omphalia,1
Omphalina,5
Omphalodium,1
Omphalotaceae_gen_Incertae_sedis,60
Omphalotus,11
Oncopodiella,16
Onnia,2
Onychocola,1
Onygena,2
Onygenaceae_gen_Incertae_sedis,68
Onygenales_gen_Incertae_sedis,768
Oomyces,4
Oontomyces,1
Oosporidium,1
Opegrapha,2
Operculomyces,30
Operculomycetaceae_gen_Incertae_sedis,10
Ophidiomyces,2
Ophiobolopsis,1
Ophiobolus,6
Ophioceraceae_gen_Incertae_sedis,13
Ophioceras,9
Ophiocordyceps,85
Ophiocordycipitaceae_gen_Incertae_sedis,33
Ophiodiaporthe,1
Ophiognomonia,46
Ophionectria,1
Ophioparma,5
Ophiosphaerella,28
Ophiostoma,74
Ophiostomataceae_gen_Incertae_sedis,31
Ophiostomatales_gen_Incertae_sedis,15
Orbilia,226
Orbiliaceae_gen_Incertae_sedis,565
Orbiliales_gen_Incertae_sedis,797
Orbiliomycetes_gen_Incertae_sedis,7
Orbiocrella,1
Orceolina,1
Orientoglomus,1
Orientophila,3
Oropogon,14
Orpinomyces,5
Ossicaulis,6
Ostropales_gen_Incertae_sedis,50
Ostropomyces,4
Otidea,85
Otospora,1
Oudemansiella,13
Ovadendron,1
Ovatospora,8
Ovealmbornia,1
Ovicillium,4
Ovularia,1
Oxnerella,3
Oxneria,2
Oxneriopsis,3
Oxychaete,1
Oxydothis,3
Oxyporus,10
Pachnocybaceae_gen_Incertae_sedis,12
Pachnocybales_gen_Incertae_sedis,1
Pachycudonia,2
Pachyella,4
Pachykytospora,4
Pachylepyrium,2
Pachypeltis,6
Pachyphlodes,80
Pachyphloeus,1
Pachyramichloridium,1
Pachysolen,1
Pacispora,1
Paecilomyces,28
Palaeospora,1
Palawania,1
Palicella,4
Paliphora,1
Pallidocercospora,5
Pallidophorina,1
Palmiascoma,4
Paludomyces,1
Panaeolina,1
Panaeolus,18
Pandora,3
Panellus,13
Pannaria,10
Pannariaceae_gen_Incertae_sedis,42
Pannoparmelia,2
Pantospora,2
Panus,9
Papiliomyces,2
Papiliotrema,67
Papulaspora,3
Papulosa,2
Parabagliettoa,1
Parabambusicola,3
Parabambusicolaceae_gen_Incertae_sedis,4
Parabartalinia,1
Paraboeremia,1
Paracamarosporium,17
Paracapsulospora,1
Paraceratocladium,1
Parachaetomium,3
Paracladophialophora,8
Paracladophialophoraceae_gen_Incertae_sedis,3
Paracoccidioides,3
Paraconiothyrium,49
Paracostantinella,2
Paracremonium,30
Paracryptophiale,1
Paracylindrocarpon,5
Paracymostachys,1
Paradendryphiella,2
Paradevriesia,3
Paradictyoarthriniaceae_gen_Incertae_sedis,1
Paradictyoarthrinium,5
Paradinemasporium,1
Paradiplococcium,2
Paradissoconium,1
Paraepicoccum,1
Parafenestella,11
Parafuscosporella,6
Parafusicladium,3
Paragaeumannomyces,7
Paragalactinia,2
Paragibellulopsis,5
Paraglomeraceae_gen_Incertae_sedis,4
Paraglomerales_gen_Incertae_sedis,44
Paraglomeromycetes_gen_Incertae_sedis,3
Paraglomus,80
Paragymnopus,1
Paragyrodon,1
Parahelicomyces,8
Paraidriella,6
Parainoa,1
Paraisaria,9
Parajaminaea,1
Parakarstenia,1
Paralecia,1
Paralepista,3
Paralepistopsis,1
Paraleptosphaeria,6
Paraleptospora,2
Paralloneottiosporina,2
Paraloratospora,3
Paralpova,1
Paralulworthia,4
Paramacroventuria,1
Paramassariosphaeria,1
Parametarhizium,1
Paramicrosporidium,2
Paramicrothecium,1
Paramicrothyrium,9
Paramonodictys,2
Paramycetinis,1
Paramycoleptodiscus,1
Paramycosphaerella,19
Paramyrothecium,19
Paranamyces,2
Paranannizziopsis,4
Paraophiobolus,2
Parapallidocercospora,1
Parapaucispora,1
Parapenidiella,1
Paraphaeoisaria,1
Paraphaeomoniella,4
Paraphaeosphaeria,44
Paraphoma,22
Paraphysalospora,1
Paraphysoderma,3
Paraphysodermataceae_gen_Incertae_sedis,1
Paraphyton,4
Parapleurotheciopsis,4
Parapterulicium,2
Parapyrenis,2
Parapyrenochaeta,6
Pararamichloridium,4
Pararoussoella,5
Parasarcopodium,3
Parasarocladium,14
Parascedosporium,1
Parascutellinia,3
Parasitella,3
Parasola,59
Parastagonospora,24
Parastagonosporella,1
Parasympodiella,8
Parasympodiellaceae_gen_Incertae_sedis,10
Parateichospora,1
Parateratosphaeria,14
Parathielavia,3
Parathyridaria,8
Parathyridariella,2
Paratrichaptum,1
Paratricharina,3
Paratrimmatostroma,2
Paratritirachium,5
Paratubakia,1
Parauncinula,3
Paravamsapriya,1
Parawiesneriomyces,2
Parawilcoxina,1
Paraxerochrysium,1
Paraxerula,4
Paraxylaria,2
Parazalerion,10
Parengyodontium,1
Parmelia,31
Parmeliaceae_gen_Incertae_sedis,54
Parmeliella,4
Parmelina,10
Parmelinella,3
Parmelinopsis,2
Parmeliopsis,2
Parmotrema,48
Parmularia,1
Parvacoccum,1
Parvixerocomus,1
Parvomorbus,1
Parvoplaca,7
Parvothecium,3
Pascua,1
Passalora,11
Patellaria,6
Patellariaceae_gen_Incertae_sedis,14
Patellariales_gen_Incertae_sedis,13
Patellariopsis,1
Pateramyces,1
Patinella,1
Paucispora,3
Paulisebacina,9
Paullicorticium,1
Paurocotylis,9
Paxilloboletus,2
Paxillus,9
Pecoramyces,3
Pectenia,162
Pectinotrichum,3
Pedumispora,1
Peethambara,1
Pellidiscus,3
Peltaster,5
Peltigera,149
Peltigerales_gen_Incertae_sedis,1
Peltula,9
Peltulaceae_gen_Incertae_sedis,3
Pendulichytrium,1
Penicillago,2
Penicillifer,4
Penicilliopsis,5
Penicillium,1277
Penidiella,8
Penidiellomyces,2
Penidiellopsis,1
Peniophora,74
Peniophoraceae_gen_Incertae_sedis,21
Peniophorella,44
Penttilamyces,1
Penzigia,1
Perennicordyceps,5
Perenniporia,62
Perenniporiella,4
Perenniporiopsis,1
Peribolospora,1
Periconia,58
Periconiaceae_gen_Incertae_sedis,7
Periconiella,2
Peridermium,2
Periglandula,4
Perilachnea,3
Peristomialis,2
Peroneutypa,11
Perplexostereum,1
Perrotia,1
Perthomyces,1
Pertusaria,23
Pertusariaceae_gen_Incertae_sedis,4
Perusta,11
Pervetustaceae_gen_Incertae_sedis,92
Pervetustus,36
Pestalotiopsidaceae_gen_Incertae_sedis,4
Pestalotiopsis,52
Petalosporus,1
Peterozyma,2
Petrakia,12
Petriella,8
Petriellopsis,3
Petrophila,5
Pewenomyces,1
Peyronellaea,1
Pezicula,49
Peziza,216
Pezizaceae_gen_Incertae_sedis,262
Pezizales_gen_Incertae_sedis,262
Pezizella,6
Pezizellaceae_gen_Incertae_sedis,38
Pezizellaster,17
Pezizomycetes_gen_Incertae_sedis,12
Pezizomycotina_gen_Incertae_sedis,1013
Pezoloma,74
Phacidiaceae_gen_Incertae_sedis,5
Phacidiales_gen_Incertae_sedis,3
Phacidiella,4
Phacidiopycnis,2
Phacidium,4
Phaeoacremonium,77
Phaeoannellomyces,2
Phaeoappendicospora,3
Phaeobotryon,4
Phaeocercospora,1
Phaeochorella,1
Phaeoclavulina,39
Phaeococcomyces,27
Phaeococcomycetaceae_gen_Incertae_sedis,7
Phaeocollybia,80
Phaeocytostroma,6
Phaeodactylium,2
Phaeodothis,3
Phaeohelotium,37
Phaeohiratsukaea,2
Phaeoisaria,19
Phaeolepiota,1
Phaeolus,3
Phaeomarasmius,2
Phaeomoniella,18
Phaeomoniellaceae_gen_Incertae_sedis,3
Phaeomoniellales_gen_Incertae_sedis,30
Phaeomycocentrospora,1
Phaeonectriella,1
Phaeopezia,2
Phaeophlebiopsis,4
Phaeophleospora,9
Phaeophyscia,27
Phaeopoacea,4
Phaeopterula,11
Phaeoramularia,1
Phaeorrhiza,2
Phaeosaccardinula,5
Phaeosclera,5
Phaeoseptoriella,1
Phaeoseptum,3
Phaeosphaeria,92
Phaeosphaeriaceae_gen_Incertae_sedis,205
Phaeosphaeriopsis,20
Phaeostalagmus,3
Phaeotheca,6
Phaeothecaceae_gen_Incertae_sedis,7
Phaeothecoidea,3
Phaeothecoidiella,2
Phaeotremella,34
Phaeotremellaceae_gen_Incertae_sedis,2
Phaeotrichaceae_gen_Incertae_sedis,1
Phaeotrichales_gen_Incertae_sedis,4
Phaeotrichum,1
Phaeoxyphiella,2
Phaffia,11
Phaffomyces,1
Phaffomycetaceae_gen_Incertae_sedis,9
Phakopsora,8
Phalangispora,2
Phallaceae_gen_Incertae_sedis,43
Phallales_gen_Incertae_sedis,17
Phallus,65
Phanerina,2
Phanerochaetaceae_gen_Incertae_sedis,14
Phanerochaete,77
Phanerochaetella,3
Phanerodontia,1
Phellinidium,1
Phellinocrescentia,1
Phellinopsis,7
Phellinotus,3
Phellinus,77
Phellodon,57
Phellopilus,3
Phellorinia,3
Phenoliferia,8
Phialea,8
Phialemoniopsis,7
Phialemonium,24
Phialina,1
Phialoarthrobotryum,1
Phialocephala,58
Phialomyces,2
Phialophora,16
Phialophoropsis,1
Phialoseptomonium,2
Phialosporostilbe,1
Phialotubus,1
Phialoturbella,3
Phillipsia,11
Phlebia,48
Phlebiopsis,31
Phlebiporia,2
Phlebopus,11
Phlegmacium,116
Phleogenaceae_gen_Incertae_sedis,13
Phloeomana,2
Phloeospora,1
Phlogicylindriaceae_gen_Incertae_sedis,1
Phlogicylindrium,10
Phlyctema,3
Phlyctis,3
Phlyctochytriaceae_gen_Incertae_sedis,4
Phlyctochytrium,6
Pholiota,61
Pholiotina,18
Phoma,61
Phomatodes,5
Phomatospora,43
Phomatosporaceae_gen_Incertae_sedis,9
Phomatosporales_gen_Incertae_sedis,2
Phomopsis,18
Phragmidium,1
Phragmocamarosporium,1
Phragmocapnias,1
Phragmocephala,3
Phragmotaenium,5
Phragmotrichum,1
Phycomyces,3
Phylacia,1
Phyllachora,42
Phyllachoraceae_gen_Incertae_sedis,2
Phyllachorales_gen_Incertae_sedis,17
Phyllactinia,35
Phylliscum,5
Phyllobaeis,2
Phyllobolites,1
Phylloporia,20
Phylloporopsis,2
Phylloporus,56
Phyllopsora,21
Phylloscypha,1
Phyllosticta,159
Phyllotopsis,2
Phyllozyma,13
Phymatotrichopsis,7
Physalacria,8
Physalacriaceae_gen_Incertae_sedis,11
Physalospora,6
Physcia,33
Physciaceae_gen_Incertae_sedis,6
Physciella,2
Physconia,21
Physisporinus,14
Physma,3
Physoderma,1
Physodermataceae_gen_Incertae_sedis,1
Physodermatales_gen_Incertae_sedis,13
Piceomphale,1
Pichia,62
Pichiaceae_gen_Incertae_sedis,2
Picipes,16
Picoa,21
Pidoplitchkoviella,5
Piedraia,2
Pilaira,6
Pileolaria,1
Pilidium,8
Pilobolus,13
Pilocarpaceae_gen_Incertae_sedis,3
Pilocintractia,1
Piloderma,145
Pilodermataceae_gen_Incertae_sedis,8
Pinaceicola,3
Piniphoma,1
Piptocephalidaceae_gen_Incertae_sedis,5
Piptocephalis,31
Piptoporellus,1
Pirella,2
Pirex,1
Piromyces,15
Pirottaea,3
Pirozynskiella,1
Piskurozyma,35
Piskurozymaceae_gen_Incertae_sedis,16
Pisolithaceae_gen_Incertae_sedis,1
Pisolithus,32
Pisorisporiaceae_gen_Incertae_sedis,4
Pisorisporiales_gen_Incertae_sedis,16
Pisutiella,1
Pithoascus,9
Pithomyces,3
Pithya,10
Placidiopsis,6
Placidium,13
Placolecis,2
Placomaronea,1
Placopsis,17
Placopyrenium,3
Placynthiella,15
Placynthium,1
Plagiosphaera,2
Plagiostoma,26
Planistroma,2
Platismatia,5
Platygloea,1
Platygloeales_gen_Incertae_sedis,24
Platystomum,6
Plectania,37
Plectosphaerella,14
Plectosphaerellaceae_gen_Incertae_sedis,38
Pleiocarpon,4
Pleiochaeta,16
Plenodomus,23
Pleocatenata,1
Pleochaeta,2
Pleohelicoon,4
Pleomassaria,1
Pleomassariaceae_gen_Incertae_sedis,14
Pleomonodictydaceae_gen_Incertae_sedis,5
Pleomonodictys,1
Pleonectria,3
Pleopassalora,1
Pleopsidium,13
Pleopunctum,4
Pleospora,7
Pleosporaceae_gen_Incertae_sedis,63
Pleosporales_gen_Incertae_sedis,1108
Pleotrichocladium,3
Pleurella,1
Pleuroascaceae_gen_Incertae_sedis,6
Pleuroascus,15
Pleurocatena,1
Pleuroceras,1
Pleurocordyceps,5
Pleurocybella,4
Pleurodesmospora,2
Pleuroflammula,5
Pleurohelicosporium,6
Pleuromyces,1
Pleuropassalora,1
Pleurophoma,4
Pleurosticta,2
Pleurostoma,7
Pleurotaceae_gen_Incertae_sedis,9
Pleurotheciaceae_gen_Incertae_sedis,22
Pleurotheciales_gen_Incertae_sedis,7
Pleurotheciella,54
Pleurothecium,13
Pleurotopsis,1
Pleurotus,45
Plicaria,9
Plicariella,2
Plicatura,1
Plicaturopsis,1
Ploettnerulaceae_gen_Incertae_sedis,8
Plurivorosphaerella,4
Pluteaceae_gen_Incertae_sedis,42
Pluteus,257
Pneumocystis,13
Poaceascoma,14
Pochonia,19
Poculum,1
Podaxis,6
Podila,6
Podocarpomyces,1
Podonectria,4
Podoscypha,22
Podoscyphaceae_gen_Incertae_sedis,13
Podoserpula,6
Podosordaria,4
Podosphaera,31
Podospora,177
Podosporaceae_gen_Incertae_sedis,100
Podostictina,2
Poeltidea,2
Pogonoloma,2
Poitrasia,1
Polyancora,2
Polyblastia,21
Polycauliona,7
Polycephalomyces,9
Polychaeton,1
Polychytriales_gen_Incertae_sedis,2
Polychytrium,2
Polydesmia,4
Polylobatispora,16
Polynema,1
Polyozellus,27
Polyozosia,1
Polyphialoseptoria,3
Polyphilus,12
Polyplosphaeria,6
Polyporaceae_gen_Incertae_sedis,64
Polyporales_gen_Incertae_sedis,277
Polyporus,57
Polyschema,36
Polyscytalum,32
Polysporina,10
Polystigma,3
Polytolypa,4
Ponticulomyces,4
Populocrescentia,2
Populomyces,1
Porina,6
Poriodontia,1
Porobeltraniella,2
Porocercospora,1
Porodaedalea,9
Porodiplodia,3
Porodiplodiaceae_gen_Incertae_sedis,1
Porodisculus,3
Porogramme,1
Poronia,2
Porosphaerella,3
Porostereum,6
Porotheleaceae_gen_Incertae_sedis,57
Porotheleum,14
Porphyrellus,7
Porpidia,34
Porpoloma,11
Porpolomopsis,1
Porpomyces,1
Posidoniomyces,1
Postia,28
Potebniamyces,1
Pouzarella,11
Powellomyces,20
Powellomycetaceae_gen_Incertae_sedis,41
Praetumpfia,1
Pragmopora,2
Preussia,146
Priceomyces,10
Prillingera,1
Pringsheimia,7
Proceropycnis,1
Proliferodiscus,4
Propolis,2
Prosopidicola,2
Prosthecium,9
Prosthemium,4
Proterochaete,2
Protoacia,1
Protoblastenia,10
Protocrea,3
Protocreopsis,1
Protodontia,3
Protofenestella,2
Protoglossum,1
Protohydnum,1
Protomerulius,42
Protomicarea,2
Protomyces,7
Protomycetaceae_gen_Incertae_sedis,1
Protopannaria,1
Protoparmelia,20
Protoparmeliopsis,22
Protostegia,2
Protostropharia,4
Protothelenella,4
Protousnea,2
Protoxerula,1
Protrudomyces,3
Protrudomycetaceae_gen_Incertae_sedis,3
Protubera,1
Proxipyricularia,1
Pruniphilomyces,1
Psathyloma,4
Psathyrella,267
Psathyrellaceae_gen_Incertae_sedis,35
Pseudaegerita,4
Pseudaleuria,3
Pseudallescheria,5
Pseudephebe,6
Pseudeurotiaceae_gen_Incertae_sedis,23
Pseudeurotium,29
Pseudevernia,6
Pseudoachroiostachys,1
Pseudoacremonium,1
Pseudoacrodictys,1
Pseudoacrospermum,1
Pseudoanungitea,55
Pseudoarachniotus,1
Pseudoarmillariella,1
Pseudoarthrographis,78
Pseudoascochyta,1
Pseudoasteromassaria,3
Pseudoastrosphaeriella,1
Pseudobaeospora,10
Pseudobasidiospora,5
Pseudobeltrania,4
Pseudobensingtonia,4
Pseudoberkleasmium,3
Pseudoboletus,1
Pseudoboubovia,2
Pseudocamaropycnis,1
Pseudocamarosporium,5
Pseudocenococcum,1
Pseudocercospora,87
Pseudocercosporella,3
Pseudochaetosphaeronema,15
Pseudocladosporium,1
Pseudoclathrosphaerina,7
Pseudoclitocybe,4
Pseudoclitopilus,1
Pseudocoleodictyospora,3
Pseudocoleophoma,19
Pseudoconiothyrium,2
Pseudoconlarium,1
Pseudocoprotus,1
Pseudocosmospora,8
Pseudocraterellus,11
Pseudocryptoclypeus,1
Pseudocyclothyriella,1
Pseudocyphellaria,34
Pseudodactylaria,33
Pseudodactylariales_gen_Incertae_sedis,6
Pseudodiatrype,1
Pseudodictyosporium,2
Pseudodidymella,1
Pseudodidymocyrtis,1
Pseudodidymosphaeria,2
Pseudodinemasporium,3
Pseudodiplococcium,2
Pseudoechria,3
Pseudofabraea,1
Pseudofibroporia,1
Pseudofomitopsis,1
Pseudofusicoccum,5
Pseudogliophragma,1
Pseudographis,1
Pseudogymnoascus,11
Pseudohalonectria,3
Pseudohamigera,1
Pseudohelicomyces,10
Pseudohelminthosporium,1
Pseudohelotium,11
Pseudohyaloseta,1
Pseudohydnum,10
Pseudohyphozyma,18
Pseudoidium,1
Pseudoinonotus,3
Pseudolaccaria,1
Pseudolachnea,4
Pseudolachnella,13
Pseudolagarobasidium,4
Pseudolasiobolus,1
Pseudoleptosphaeria,1
Pseudoleucosporidium,1
Pseudolophiostoma,2
Pseudolophiotrema,3
Pseudomarasmius,5
Pseudomassaria,4
Pseudomassarina,1
Pseudomassariosphaeria,1
Pseudombrophilaceae_gen_Incertae_sedis,4
Pseudomegasporoporia,1
Pseudomelanconis,1
Pseudomerulius,2
Pseudomicrodochium,2
Pseudomicrostroma,4
Pseudomurilentithecium,2
Pseudonectria,2
Pseudoneoconiothyrium,1
Pseudoneottiospora,1
Pseudoomphalina,7
Pseudoophiobolus,11
Pseudoophiosphaerella,3
Pseudopalawania,1
Pseudoparmelia,1
Pseudopassalora,1
Pseudopaucispora,1
Pseudopenicillium,2
Pseudopenidiella,18
Pseudopericoniella,1
Pseudopestalotiopsis,4
Pseudopeyronellaea,1
Pseudopezicula,3
Pseudopeziza,2
Pseudophaeomoniella,4
Pseudophaeophleospora,2
Pseudophaeosphaeria,3
Pseudophialocephala,1
Pseudophialophora,87
Pseudophloeospora,3
Pseudopithomyces,5
Pseudoplagiostoma,11
Pseudoplectania,32
Pseudoporpoloma,1
Pseudoproboscispora,2
Pseudoproboscisporaceae_gen_Incertae_sedis,1
Pseudopyrenidium,1
Pseudopyrenochaeta,2
Pseudopyricularia,8
Pseudoramichloridium,3
Pseudorhizidium,3
Pseudorhypophila,2
Pseudorobillarda,74
Pseudoroussoella,1
Pseudosagedia,1
Pseudosarcosoma,1
Pseudosarcostroma,1
Pseudoschizothecium,1
Pseudosclerococcum,1
Pseudoscopulariopsis,2
Pseudoseptoria,6
Pseudosigmoidea,23
Pseudosoloacrosporiella,1
Pseudosperma,32
Pseudospiromastix,1
Pseudosplanchnonema,1
Pseudosporidesmium,2
Pseudostanjehughesia,1
Pseudostaurosphaeria,2
Pseudostilbella,1
Pseudostrickeria,2
Pseudosydowia,9
Pseudotaeniolina,3
Pseudoteratosphaeria,11
Pseudotetraploa,3
Pseudothelomma,1
Pseudothielavia,4
Pseudothyridariella,1
Pseudotomentella,131
Pseudotremella,3
Pseudotricharina,4
Pseudotrichia,1
Pseudotricholoma,5
Pseudotruncatella,3
Pseudotryblidium,1
Pseudotulostoma,2
Pseudovalsaria,3
Pseudoveronaea,2
Pseudovirgaria,3
Pseudowrightoporia,4
Pseudoxenasma,1
Pseudoxylomyces,1
Pseudozasmidium,4
Pseudozyma,10
Psilochaete,1
Psilocybe,31
Psiloglonium,1
Psilolechia,2
Psilolechiaceae_gen_Incertae_sedis,1
Psiloparmelia,1
Psilopezia,1
Psora,36
Psoroglaena,1
Psoroma,11
Psorophorus,2
Psychronectria,8
Pteridiosperma,1
Pteridiospora,18
Pterula,45
Pterulaceae_gen_Incertae_sedis,20
Pterulicium,10
Pterygellus,1
Ptychographa,1
Puccinia,152
Pucciniaceae_gen_Incertae_sedis,6
Pucciniales_gen_Incertae_sedis,9
Pucciniastraceae_gen_Incertae_sedis,2
Pucciniastrum,11
Pucciniomycetes_gen_Incertae_sedis,3
Puccorchidium,1
Pulchroboletus,4
Pulchromyces,1
Pulveroboletus,20
Pulverulina,1
Pulvinata,1
Pulvinella,2
Pulvinora,1
Pulvinula,104
Pulvinulaceae_gen_Incertae_sedis,108
Punctelia,10
Punctularia,7
Punctulariaceae_gen_Incertae_sedis,1
Punctulariopsis,5
Purpureocillium,10
Purpureofaciens,1
Purpureomyces,1
Purpurepithecium,1
Pusillomyces,6
Pustularia,5
Pycnopeziza,8
Pycnoporellus,2
Pycnoporus,3
Pycnopulvinus,2
Pycnora,27
Pycnoraceae_gen_Incertae_sedis,2
Pycnothelia,2
Pygmaeomyces,3
Pyrenochaeta,95
Pyrenochaetopsidaceae_gen_Incertae_sedis,4
Pyrenochaetopsis,21
Pyrenodesmia,6
Pyrenopeziza,9
Pyrenophora,20
Pyrenopolyporus,3
Pyrenula,29
Pyrenulaceae_gen_Incertae_sedis,2
Pyrgillus,1
Pyricularia,18
Pyriculariaceae_gen_Incertae_sedis,1
Pyriculariomyces,1
Pyrigemmula,3
Pyrispora,2
Pyrofomes,3
Pyronema,1
Pyronemataceae_gen_Incertae_sedis,266
Pyrrhoderma,3
Pyrrhulomyces,1
Pyxidiophora,4
Pyxidiophoraceae_gen_Incertae_sedis,4
Pyxidiophorales_gen_Incertae_sedis,29
Pyxine,17
Qarounispora,1
Quadricrura,3
Quaeritorhiza,1
Quambalaria,7
Quasiphlebia,1
Quasiramularia,1
Queenslandipenidiella,1
Queiroziella,1
Querciphoma,1
Quixadomyces,2
Rachicladosporium,36
Racocetra,2
Racodiaceae_gen_Incertae_sedis,1
Racodium,2
Radiigera,1
Radiomyces,1
Radulidium,8
Radulodon,2
Radulomyces,6
Radulomycetaceae_gen_Incertae_sedis,15
Radulotubus,1
Raesaenenia,1
Raffaelea,16
Ragnhildiana,5
Ramalina,98
Ramalinaceae_gen_Incertae_sedis,12
Ramaria,187
Ramaricium,1
Ramariopsis,291
Ramboldia,2
Ramgea,3
Ramicandelaber,94
Ramicandelaberaceae_gen_Incertae_sedis,17
Ramicandelaberales_gen_Incertae_sedis,14
Ramichloridium,10
Ramimonilia,5
Ramoconidiophora,1
Ramomarthamyces,3
Ramopenidiella,1
Ramophialophora,33
Ramsbottomia,3
Ramularia,62
Ramulariopsis,1
Ramulispora,2
Ramusculicola,1
Ranadivia,1
Ranulospora,1
Rasamsonia,21
Ravenelia,4
Readeriella,14
Readerielliopsis,1
Rectifusarium,2
Rectipilus,34
Recurvomyces,2
Reddellomyces,9
Redeckera,5
Redheadia,1
Redonographa,1
Relicina,4
Relicinopsis,1
Remersonia,4
Remispora,1
Remleria,1
Remotididymella,5
Remototrachyna,7
Renatobasidium,36
Reniforma,2
Renispora,1
Requienella,2
Resinicium,15
Resinomycena,9
Resinoporia,6
Restingomyces,2
Resupinatus,23
Retiarius,2
Retiboletus,13
Reticulascaceae_gen_Incertae_sedis,18
Reticulascus,9
Retroconis,1
Rhabdocline,4
Rhagadolobiopsis,1
Rhagadostoma,1
Rhamphoria,5
Rhamphoriaceae_gen_Incertae_sedis,25
Rhamphoriopsis,1
Rhamphospora,1
Rheubarbariboletus,2
Rhexoacrodictys,4
Rhexocercosporidium,9
Rhexodenticula,5
Rhexographium,1
Rhexothecium,2
Rhinocladiella,74
Rhizidium,14
Rhizina,1
Rhizinaceae_gen_Incertae_sedis,1
Rhizocarpaceae_gen_Incertae_sedis,1
Rhizocarpon,39
Rhizochaete,16
Rhizocladosporium,1
Rhizoclosmatium,4
Rhizoctonia,85
Rhizocybe,5
Rhizodermea,2
Rhizodiscina,5
Rhizoglomus,66
Rhizomarasmius,4
Rhizomucor,3
Rhizophagus,335
Rhizophlyctidaceae_gen_Incertae_sedis,142
Rhizophlyctidales_gen_Incertae_sedis,211
Rhizophlyctis,189
Rhizophydiaceae_gen_Incertae_sedis,166
Rhizophydiales_gen_Incertae_sedis,562
Rhizophydiomycetes_gen_Incertae_sedis,7
Rhizophydium,51
Rhizoplaca,41
Rhizopogon,100
Rhizopus,30
Rhizopycnis,3
Rhizoscyphus,5
Rhizosphaera,5
Rhodoantrodia,1
Rhodocollybia,44
Rhodocybe,35
Rhodofomes,1
Rhodofomitopsis,3
Rhodonia,3
Rhodophana,6
Rhodoscypha,6
Rhodosporidiobolus,39
Rhodotarzetta,2
Rhodotorula,83
Rhodotus,4
Rhodoveronaea,4
Rhopalophora,4
Rhopalostroma,2
Rhynchogastrema,11
Rhynchogastremataceae_gen_Incertae_sedis,2
Rhynchosporium,5
Rhynchostoma,1
Rhynchostomataceae_gen_Incertae_sedis,1
Rhytidhysteron,23
Rhytisma,6
Rhytismataceae_gen_Incertae_sedis,47
Rhytismatales_gen_Incertae_sedis,25
Ricasolia,6
Richoniella,3
Rickenella,14
Rickenellaceae_gen_Incertae_sedis,2
Rickia,1
Rickiopora,1
Rigidoporus,24
Rimbachia,4
Rimularia,4
Rinaldiella,1
Rinodina,31
Rinodinella,3
Riopa,2
Ripartitella,5
Ripartites,15
Robbauera,1
Robertozyma,1
Robillarda,6
Roccella,38
Roccellaceae_gen_Incertae_sedis,1
Roccellina,1
Rodentomyces,1
Rodmanochytrium,1
Rodwayella,5
Roesleria,3
Rogersella,1
Roigiella,1
Rolfidium,1
Romagnesiella,1
Romjularia,1
Rommelaarsia,1
Ropalospora,4
Roridomyces,6
Rosasphaeria,1
Rosellinia,28
Rosenscheldiella,1
Roseodiscus,5
Roseograndinia,2
Rosettozyma,3
Rosisphaerella,1
Rossbeevera,13
Rostraureum,1
Rostriconidium,2
Rostrohypoxylon,1
Roussoella,36
Roussoellaceae_gen_Incertae_sedis,7
Royoporus,1
Rozella,2
Rozellomycetes_gen_Incertae_sedis,1
Rozellomycota_gen_Incertae_sedis,4657
Rubellisphaeria,1
Rubellofomes,1
Rubikia,1
Rubinoboletus,1
Rubroboletus,9
Rubropezicula,1
Rubroshiraia,1
Rufoplaca,8
Rugosomyces,8
Ruhlandiella,76
Ruinenia,12
Rupestriomyces,5
Ruptoseptoria,1
Rusavskia,1
Russula,2565
Russulaceae_gen_Incertae_sedis,59
Russulales_gen_Incertae_sedis,61
Rutola,2
Rutstroemia,29
Rutstroemiaceae_gen_Incertae_sedis,31
Ruwenzoria,1
Ryvardenia,3
Sabahriopsis,1
Sabuloglossum,5
Saccharata,16
Saccharicola,1
Saccharomyces,18
Saccharomycetaceae_gen_Incertae_sedis,16
Saccharomycetales_gen_Incertae_sedis,247
Saccharomycetes_gen_Incertae_sedis,2
Saccharomycodaceae_gen_Incertae_sedis,1
Saccharomycodes,1
Saccharomycopsidaceae_gen_Incertae_sedis,1
Saccharomycopsis,23
